# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,
# Thu Dec 12 19:17:15 2019,,,,,,
#,,,,,,
# User preference: *,,,,,,
#,,,,,,
# CONSTRAINT:  where (koi_disposition not like '%CANDIDATE%'),,,,,,
#,,,,,,
# COLUMN kepid:          KepID,,,,,,
# COLUMN koi_tce_plnt_num: TCE Planet Number,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days],,,,,,
# COLUMN koi_time0bk:    Transit Epoch [BKJD],,,,,,
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD],,,,,,
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD],,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs],,,,,,
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs],,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,
#,,,,,,
kepid,koi_tce_plnt_num,koi_period,koi_time0bk,koi_duration,koi_disposition,kepoi_name
3342970,2,7.21203748,172.81782,4.0491,CONFIRMED,K00800.02
12459725,,14.1798187,171.50237,2.505,FALSE POSITIVE,K00789.01
12470844,1,8.47237911,174.16212,2.7245,CONFIRMED,K00790.01
12470844,2,60.4189369,181.16367,5.039,CONFIRMED,K00790.02
12644822,1,12.61190435,180.892284,5.1497,CONFIRMED,K00791.01
2440757,1,1.433769925,170.403536,1.8868,FALSE POSITIVE,K00792.01
2445129,1,10.31872301,173.31543,3.836,FALSE POSITIVE,K00793.01
2713049,1,2.539183147,169.67494,2.4282,CONFIRMED,K00794.01
3114167,1,6.770300385,170.57662,2.0844,CONFIRMED,K00795.01
3114661,1,0.444291966,169.865406,2.0792,FALSE POSITIVE,K00796.01
4139816,2,20.06036336,147.46554,3.3203,CONFIRMED,K00812.02
4139816,3,46.1842039,165.23729,4.758,CONFIRMED,K00812.03
8395660,4,23.9800854,147.537,5.351,CONFIRMED,K00116.04
4139816,4,7.82502168,136.54995,2.186,CONFIRMED,K00812.04
4275191,1,3.895936525,170.527552,2.3111,CONFIRMED,K00813.01
4476123,1,22.36646466,175.45862,5.228,CONFIRMED,K00814.01
3351888,1,1.625522174,170.8266564,2.38963,CONFIRMED,K00801.01
3554600,2,7.544039,171.7982,6.222,FALSE POSITIVE,K00803.01
3734868,1,10.32803571,174.581054,7.7915,FALSE POSITIVE,K00805.01
3832474,2,143.2063047,154.23552,8.9302,CONFIRMED,K00806.01
8395660,3,6.164876,135.63916,3.262,CONFIRMED,K00116.03
3832474,1,60.32494216,243.892578,6.6188,CONFIRMED,K00806.02
3832474,,29.1598615,150.69922,4.803,CONFIRMED,K00806.03
3836375,1,1.540397253,170.50479,2.1541,FALSE POSITIVE,K00807.01
3838486,1,2.99025443,171.9834,5.414,FALSE POSITIVE,K00808.01
3935914,1,1.594745374,170.6483505,1.9604,CONFIRMED,K00809.01
4049131,1,20.50588921,181.43428,4.0595,CONFIRMED,K00811.01
4139816,1,3.340218842,171.979062,1.9104,CONFIRMED,K00812.01
5287983,1,2.507089906,171.002455,2.0067,FALSE POSITIVE,K00828.01
5358241,1,18.64932728,174.771,4.4056,CONFIRMED,K00829.01
10875245,3,4.90144976,138.60548,4.1654,CONFIRMED,K00117.02
5358241,3,9.75192101,138.78608,4.793,CONFIRMED,K00829.02
5358241,2,38.5576546,163.85063,5.794,CONFIRMED,K00829.03
5358624,1,3.525632539,170.0479951,2.59959,CONFIRMED,K00830.01
4664847,1,7.748094239,174.997206,3.5957,CONFIRMED,K00816.01
4725681,1,23.96793669,186.22182,3.827,CONFIRMED,K00817.01
4725681,2,8.29561738,135.79284,1.3421,CONFIRMED,K00817.02
4913852,1,8.11437482,176.33968,2.2736,CONFIRMED,K00818.01
4932348,1,38.03672948,196.934947,4.34617,FALSE POSITIVE,K00819.01
11913073,1,3.747838198,171.66504,5.0642,FALSE POSITIVE,K00011.01
10875245,1,14.74914825,138.77799,6.0995,CONFIRMED,K00117.01
5021899,1,21.81295996,174.01085,4.3791,CONFIRMED,K00821.01
5077629,1,7.91936937,172.181092,3.3148,FALSE POSITIVE,K00822.01
5164255,1,15.37562369,173.61402,3.3169,CONFIRMED,K00824.01
5252423,1,8.10363271,176.9486,3.161,CONFIRMED,K00825.01
5252423,2,4.71510843,134.96178,2.506,CONFIRMED,K00825.02
5272878,1,6.365839713,171.13575,2.9721,CONFIRMED,K00826.01
5283542,1,5.97581754,174.77602,3.065,FALSE POSITIVE,K00827.01
5649215,1,2.446737317,170.66951,4.7211,FALSE POSITIVE,K00839.01
5651104,1,3.04033046,169.9490106,1.8411,CONFIRMED,K00840.01
5792202,2,15.33528675,174.00278,3.897,CONFIRMED,K00841.01
10875245,4,7.95825328,137.80219,4.377,CONFIRMED,K00117.04
5792202,1,31.33046135,153.43031,5.176,CONFIRMED,K00841.02
5370302,1,3.9043425,173.393734,3.831,FALSE POSITIVE,K00831.01
5372966,1,9.286358079,171.8214689,3.49949,FALSE POSITIVE,K00832.01
5376067,1,3.951405455,173.276125,2.1862,FALSE POSITIVE,K00833.01
5436502,1,23.65369415,171.376107,8.2183,CONFIRMED,K00834.01
5436502,2,13.23352214,140.32196,6.7372,CONFIRMED,K00834.02
5436502,3,6.15560285,134.81656,4.9843,CONFIRMED,K00834.03
5436502,5,2.090811305,134.17462,3.388,CONFIRMED,K00834.04
10875245,2,3.180027898,133.49863,3.5797,CONFIRMED,K00117.03
5436502,4,50.4467417,178.5014,7.159,CONFIRMED,K00834.05
5456651,1,11.76307164,180.93613,2.9076,CONFIRMED,K00835.01
5456651,2,56.2279271,132.29259,3.57,CONFIRMED,K00835.02
5481416,1,2.384052875,171.58362,3.0918,FALSE POSITIVE,K00836.01
5531576,1,7.953547,174.66224,2.6312,CONFIRMED,K00837.01
5531576,2,4.14451656,135.92831,2.3421,CONFIRMED,K00837.02
5534814,1,4.859386384,173.011469,2.2757,FALSE POSITIVE,K00838.01
6291653,1,10.52629458,176.522462,2.5211,CONFIRMED,K00850.01
6392727,1,4.583520948,169.973972,2.7055,CONFIRMED,K00851.01
6422070,1,3.76181843,171.90364,3.5176,CONFIRMED,K00852.01
6428700,1,8.20396958,169.69138,2.9667,CONFIRMED,K00853.01
6428700,2,14.49645186,143.41659,4.016,CONFIRMED,K00853.02
5794379,1,12.71809866,175.35526,3.0957,CONFIRMED,K00842.01
5794379,2,36.06588163,198.58423,4.3246,CONFIRMED,K00842.02
5881688,1,4.190425659,171.44122,2.8589,CONFIRMED,K00843.01
6022556,1,3.709870784,171.987982,3.0694,CONFIRMED,K00844.01
6032497,1,16.3297527,177.29506,6.271,CONFIRMED,K00845.01
6061119,1,27.80756622,186.713552,4.21587,CONFIRMED,K00846.01
6191521,1,80.8723469,203.895,11.195,CONFIRMED,K00847.01
6267425,1,3.166465862,172.002627,2.9381,FALSE POSITIVE,K00848.01
3531558,1,24.99324319,138.68167,5.9409,CONFIRMED,K00118.01
6276477,1,10.35533116,170.93729,3.1775,CONFIRMED,K00849.01
6863998,1,16.08518937,180.28319,3.984,CONFIRMED,K00867.01
6948054,1,7.49018305,174.95037,2.7297,CONFIRMED,K00869.01
6948054,2,36.2761238,201.2869,4.7865,CONFIRMED,K00869.02
6948054,4,17.46087931,137.26594,2.2641,CONFIRMED,K00869.03
6435936,1,56.0560754,201.16578,4.685,CONFIRMED,K00854.01
6522242,1,41.40831669,195.78745,5.0264,CONFIRMED,K00855.01
6587280,1,5.715425977,174.87931,2.5242,CONFIRMED,K00857.01
9471974,1,49.18394185,141.911924,11.3364,CONFIRMED,K00119.01
6587280,2,20.0261412,146.91109,1.611,CONFIRMED,K00857.02
6675056,1,10.44331991,175.4046,2.743,FALSE POSITIVE,K00859.01
6685526,1,2.237489571,170.81914,1.8119,CONFIRMED,K00861.01
6756669,1,5.851520671,173.8228336,3.11058,FALSE POSITIVE,K00862.01
6784235,1,3.167893418,172.147959,2.1814,CONFIRMED,K00863.01
6849310,1,4.311780262,173.576483,2.7251,CONFIRMED,K00864.01
6849310,2,20.0504494,188.08821,4.556,CONFIRMED,K00864.02
6849310,3,9.76734503,186.57718,1.6585,CONFIRMED,K00864.03
9471974,2,190.3200468,312.68498,15.284,CONFIRMED,K00119.02
6862603,1,2.861159894,171.648106,1.8832,FALSE POSITIVE,K00866.01
7366258,2,26.44439337,194.12074,3.9783,CONFIRMED,K00880.01
7366258,1,51.53997972,174.055011,6.3994,CONFIRMED,K00880.02
7366258,3,5.902245782,136.78393,2.9003,CONFIRMED,K00880.03
7366258,4,2.382951591,135.080841,1.8876,CONFIRMED,K00880.04
7373451,1,21.02250608,207.67593,4.1072,CONFIRMED,K00881.01
6948054,3,3.219814777,133.00406,2.0642,CONFIRMED,K00869.04
6949607,1,5.912273234,172.184012,2.3254,CONFIRMED,K00870.01
6949607,2,8.98581901,175.68418,2.8606,CONFIRMED,K00870.02
11869052,1,20.5452375,137.91394,2.517,FALSE POSITIVE,K00120.01
7109675,1,33.60123371,186.680343,4.4056,CONFIRMED,K00872.01
7109675,2,6.76652928,138.0637,2.9004,CONFIRMED,K00872.02
7118364,1,4.347288783,172.23343,2.1024,CONFIRMED,K00873.01
7134976,1,4.601811819,169.98108,2.2607,CONFIRMED,K00874.01
7134976,2,11.18719905,137.17814,3.252,CONFIRMED,K00874.02
7270230,1,6.998099523,171.898913,2.0488,FALSE POSITIVE,K00876.01
7287995,1,5.95489993,170.955871,2.3892,CONFIRMED,K00877.01
7287995,2,12.03987488,181.22536,2.7363,CONFIRMED,K00877.02
7287995,3,20.83762895,132.08488,2.3734,CONFIRMED,K00877.03
3247396,1,8.8111022,136.4568,5.0683,FALSE POSITIVE,K00121.01
7303253,1,23.58917143,173.81994,5.073,CONFIRMED,K00878.01
5094751,1,6.481633073,122.977657,3.784,CONFIRMED,K00123.01
7678434,1,10.37168928,172.61729,3.035,CONFIRMED,K00892.01
7685981,1,4.40841331,172.18582,5.012,CONFIRMED,K00893.01
7708215,1,7.9426176,174.52563,6.703,FALSE POSITIVE,K00894.01
7373451,2,226.8904775,207.35971,7.558,CONFIRMED,K00881.02
7377033,1,1.956811408,170.694208,2.1958,FALSE POSITIVE,K00882.01
7434875,1,9.439459486,177.186096,2.8979,CONFIRMED,K00884.01
8349582,1,11.52306746,131.969055,3.8757,CONFIRMED,K00122.01
7434875,2,20.47748843,178.66786,2.8364,CONFIRMED,K00884.02
7434875,3,3.336123113,135.31623,1.9616,CONFIRMED,K00884.03
7455287,1,8.01078456,170.20739,2.312,CONFIRMED,K00886.01
7455287,2,12.07134205,143.45948,4.3224,CONFIRMED,K00886.02
7455287,3,20.99587872,152.31554,2.6333,CONFIRMED,K00886.03
7458762,1,7.41113177,175.34754,2.5242,CONFIRMED,K00887.01
7552344,1,1.000747038,169.974229,0.9967,FALSE POSITIVE,K00888.01
757450,1,8.884922995,169.991686,2.07004,CONFIRMED,K00889.01
7585481,1,8.09888906,176.623731,4.20241,CONFIRMED,K00890.01
7663691,1,10.00653012,176.96898,5.344,CONFIRMED,K00891.01
5812701,1,17.85522168,146.596466,7.41287,CONFIRMED,K00012.01
8039892,1,5.007316661,173.433997,4.2362,CONFIRMED,K00903.01
8150320,1,2.211116989,170.150139,1.6485,CONFIRMED,K00904.01
8150320,3,27.9541337,178.73791,3.95,CONFIRMED,K00904.02
11086270,1,12.69104387,137.12594,3.7727,CONFIRMED,K00124.01
7767559,1,4.409409243,171.89433,3.8636,FALSE POSITIVE,K00895.01
7825899,1,16.23947096,175.569907,4.0374,CONFIRMED,K00896.01
7825899,2,6.308201629,174.047661,2.9785,CONFIRMED,K00896.02
7849854,1,2.052349884,169.890622,2.0778,CONFIRMED,K00897.01
7870390,1,9.7704486,175.71372,2.4517,CONFIRMED,K00898.01
7870390,2,5.169804269,172.63153,2.153,CONFIRMED,K00898.02
5094751,2,21.22261195,137.57403,6.5093,CONFIRMED,K00123.02
7870390,3,20.09017037,147.97788,4.154,CONFIRMED,K00898.03
7907423,1,7.11373257,174.32351,2.1764,CONFIRMED,K00899.01
7907423,2,3.306551643,134.37211,1.8177,CONFIRMED,K00899.02
7907423,3,15.36845737,147.38965,2.4714,CONFIRMED,K00899.03
8490993,1,4.093578461,171.00954,2.5833,CONFIRMED,K00911.01
8490993,2,105.145959,178.367,8.593,CONFIRMED,K00911.02
8505670,1,10.8484518,171.80584,2.9993,CONFIRMED,K00912.01
8505670,2,6.66833241,137.43988,1.915,CONFIRMED,K00912.02
8544996,1,4.082274889,169.6375652,3.23015,CONFIRMED,K00913.01
8150320,5,42.1406089,139.0604,5.083,CONFIRMED,K00904.03
8150320,2,4.617490562,135.04909,2.2618,CONFIRMED,K00904.04
8150320,4,10.19849255,137.92067,2.4283,CONFIRMED,K00904.05
8180063,1,5.795063956,172.697467,3.2496,FALSE POSITIVE,K00905.01
8226994,1,7.15681552,174.13511,2.5882,CONFIRMED,K00906.01
8226994,2,17.64830851,133.54533,2.0873,CONFIRMED,K00906.02
8226994,3,4.14810719,133.3881,2.535,CONFIRMED,K00906.03
8247638,1,16.51410989,176.11686,4.1575,CONFIRMED,K00907.01
8247638,2,30.1329298,190.38336,5.172,CONFIRMED,K00907.02
8247638,4,4.79090809,136.31106,2.603,CONFIRMED,K00907.03
11086270,2,31.71981013,142.82083,4.819,CONFIRMED,K00124.02
8247638,3,99.6415962,198.68664,4.448,CONFIRMED,K00907.04
8255887,1,4.708326451,171.446507,3.16114,CONFIRMED,K00908.01
8256049,1,16.37198661,172.75926,3.8449,FALSE POSITIVE,K00909.01
8414716,1,5.392026903,171.72707,2.9804,CONFIRMED,K00910.01
9141746,1,6.491682808,174.633553,4.301,CONFIRMED,K00929.01
9159275,1,3.044770796,172.01916,10.0134,FALSE POSITIVE,K00930.01
9166862,1,3.855603916,170.6787843,3.2179,CONFIRMED,K00931.01
9166870,1,3.855599139,170.67957,3.183,FALSE POSITIVE,K00932.01
11449844,1,38.47876629,151.852812,5.04169,CONFIRMED,K00125.01
8605074,1,37.60166128,194.713383,8.30604,FALSE POSITIVE,K00915.01
8628973,1,3.314947362,171.313058,1.8007,CONFIRMED,K00916.01
8655354,1,6.71969089,173.35776,3.0231,FALSE POSITIVE,K00917.01
8672910,1,39.6431552,206.596798,6.5292,CONFIRMED,K00918.01
8686150,1,51.42598578,173.535933,16.9422,FALSE POSITIVE,K00919.01
8689031,1,21.80451611,190.49737,3.4097,CONFIRMED,K00920.01
8689373,2,10.28194593,175.33988,3.4366,CONFIRMED,K00921.01
8689373,1,18.11993039,182.61535,4.2309,CONFIRMED,K00921.02
8689373,3,3.78402867,133.28133,1.9012,CONFIRMED,K00921.03
8826878,1,5.15448142,171.6389,3.228,CONFIRMED,K00922.01
5897826,1,33.80364366,202.259731,11.4813,FALSE POSITIVE,K00126.01
8883593,1,5.743469797,174.898924,3.4412,CONFIRMED,K00923.01
9016295,1,19.97448524,171.6300909,4.23479,FALSE POSITIVE,K00925.01
9077124,1,3.166353562,170.966145,3.3129,CONFIRMED,K00926.01
9097120,1,23.89963441,188.982797,3.81881,FALSE POSITIVE,K00927.01
9466668,1,3.388012244,170.5336,2.6849,CONFIRMED,K00939.01
9466668,2,5.83909761,132.09261,3.1915,CONFIRMED,K00939.02
9466668,3,1.620467654,132.06388,2.1888,CONFIRMED,K00939.03
9466668,4,10.6816951,131.55082,3.605,CONFIRMED,K00939.04
9479273,1,6.104849417,169.573477,4.6912,CONFIRMED,K00940.01
8359498,1,3.578780566,134.0304187,2.91089,CONFIRMED,K00127.01
9171801,1,3.187067566,171.64976,3.119,FALSE POSITIVE,K00933.01
9334289,1,5.826657508,173.011411,2.9183,CONFIRMED,K00934.01
9334289,3,12.41216347,142.54039,3.739,CONFIRMED,K00934.02
9334289,2,18.74649011,147.13074,3.895,CONFIRMED,K00934.03
9347899,1,20.86021229,180.017757,5.1937,CONFIRMED,K00935.01
9347899,2,42.63427848,141.16954,6.1998,CONFIRMED,K00935.02
9347899,3,87.6476068,134.94222,8.871,CONFIRMED,K00935.03
9388479,1,9.467821474,178.415842,2.4327,CONFIRMED,K00936.01
9388479,2,0.893040969,134.540342,1.0981,CONFIRMED,K00936.02
11359879,1,4.942783419,136.3294353,3.25346,CONFIRMED,K00128.01
9406990,1,20.83426731,176.58569,4.0454,CONFIRMED,K00937.01
9415172,1,9.94602357,171.70192,3.3862,CONFIRMED,K00938.01
9415172,2,1.04562195,133.91912,1.8955,CONFIRMED,K00938.02
9415172,3,5.71462396,132.63866,2.336,CONFIRMED,K00938.03
9904059,1,102.9641952,158.07473,15.735,FALSE POSITIVE,K00145.01
3231341,2,8.14515981,140.56811,5.073,CONFIRMED,K01102.02
3231341,3,18.9985279,144.74157,4.529,CONFIRMED,K01102.03
3231341,5,4.24439049,137.06643,3.282,CONFIRMED,K01102.04
7626506,2,28.5742692,143.8315,4.9427,CONFIRMED,K00150.02
10485069,1,0.445277068,133.52312,3.539,FALSE POSITIVE,K01171.01
3233043,1,0.379463865,170.2480164,0.86896,FALSE POSITIVE,K00966.01
6579806,1,9.88047978,173.608672,2.78458,FALSE POSITIVE,K00967.01
3560301,1,4.6484156,261.09395,38.1939,FALSE POSITIVE,K00968.01
4044005,1,17.51201477,174.282592,1.8248,FALSE POSITIVE,K00969.01
5802246,1,0.525154153,133.744359,2.1441,FALSE POSITIVE,K01044.01
6066403,1,1.303861044,134.212059,4.0541,FALSE POSITIVE,K01045.01
6209637,,0.73452496,133.43108,6.7,FALSE POSITIVE,K01046.01
5988031,1,2.55549176,134.50078,9.083,FALSE POSITIVE,K01047.01
7684873,1,2.947376671,171.522978,2.0911,FALSE POSITIVE,K00014.01
8559644,1,224.7789355,142.095338,11.1899,CONFIRMED,K00139.01
2851100,1,0.890110752,133.2647,0.8774,FALSE POSITIVE,K01104.01
3130300,1,5.76573396,133.30941,2.924,FALSE POSITIVE,K01105.01
3240158,1,7.42608123,139.90039,3.6379,CONFIRMED,K01106.01
3240158,2,15.9868932,137.5964,4.158,CONFIRMED,K01106.02
3228959,1,0.73094589,133.68876,4.32,FALSE POSITIVE,K01107.01
3218908,1,18.92537246,149.49558,3.9835,CONFIRMED,K01108.01
10341913,1,0.933749106,134.31831,4.256,FALSE POSITIVE,K01172.01
10480921,1,2.037440623,133.59962,3.442,FALSE POSITIVE,K01173.01
10350571,2,31.5925809,142.9649,13.566,CONFIRMED,K01175.01
3749365,1,1.97376085,178.6894194,1.82542,CONFIRMED,K01176.01
11673674,1,4.618767792,133.386535,5.9957,FALSE POSITIVE,K00133.01
3632418,1,2.785821236,260.83731,3.5599,CONFIRMED,K00975.01
3441784,1,52.56901867,184.971267,6.7507,FALSE POSITIVE,K00976.01
5820218,1,3.411758679,133.18086,3.158,FALSE POSITIVE,K01048.01
5876368,1,0.525426427,133.187901,1.0801,FALSE POSITIVE,K01049.01
5809890,1,1.269091415,133.343682,1.4647,CONFIRMED,K01050.01
5809890,2,2.853133997,133.79678,1.465,CONFIRMED,K01050.02
9048161,1,8.667822346,137.341841,4.9658,FALSE POSITIVE,K00146.01
3218908,3,1.475323222,131.83272,2.3155,CONFIRMED,K01108.02
3218908,4,4.15246118,134.57991,2.5755,CONFIRMED,K01108.03
3235672,,6.7210783,134.7775984,7.46,FALSE POSITIVE,K01109.01
2837111,1,8.7348852,135.0818,4.49,CONFIRMED,K01110.01
3120276,1,10.26547688,136.49663,3.733,FALSE POSITIVE,K01111.01
3547091,1,3.305577989,180.68154,2.5903,FALSE POSITIVE,K01177.01
3869825,1,4.800653901,134.365782,9.0419,FALSE POSITIVE,K01178.01
3655332,1,15.06649901,140.654788,5.9885,FALSE POSITIVE,K01179.01
4042026,1,34.82008158,163.015559,11.1711,FALSE POSITIVE,K01180.01
3344419,2,0.651784374,133.111707,2.0141,FALSE POSITIVE,K01181.01
11192141,1,1.353771892,261.43662,7.012,FALSE POSITIVE,K00977.01
11494130,1,18.95491633,262.46677,24.249,FALSE POSITIVE,K00978.01
5648449,1,4.348866254,262.72768,3.2797,FALSE POSITIVE,K00979.01
12167361,1,47.93094546,179.096467,2.6897,FALSE POSITIVE,K00980.01
8607720,,3.99751422,261.7243,3.686,FALSE POSITIVE,K00981.01
1433962,1,1.592633181,133.9243804,5.5605,FALSE POSITIVE,K00982.01
5956342,1,17.02902786,143.33395,4.645,CONFIRMED,K01052.01
5956342,2,6.84619236,132.17265,3.529,CONFIRMED,K01052.02
5956342,3,67.8321638,125.881,7.358,CONFIRMED,K01052.03
5956342,4,43.1312147,166.26105,3.198,CONFIRMED,K01052.04
5956656,1,1.224866441,133.20824,1.7086,CONFIRMED,K01053.01
2854914,1,25.93406406,149.76273,4.6142,CONFIRMED,K01113.01
2854914,2,83.4463485,158.68061,6.536,CONFIRMED,K01113.02
3337425,1,7.04710032,139.79737,2.926,FALSE POSITIVE,K01114.01
3116412,1,12.99204853,136.32016,6.0175,CONFIRMED,K01115.01
3865567,1,11.11620211,133.100575,4.211,FALSE POSITIVE,K01182.01
3544689,1,1.922861499,134.658644,3.5734,FALSE POSITIVE,K01183.01
4037164,1,0.635445336,134.184037,1.8592,FALSE POSITIVE,K01184.01
3443790,1,1.665784138,133.863028,1.8946,FALSE POSITIVE,K01185.01
